,Date,Close,High,Low,Open,Volume,return,return_5d,ma_5,momentum,roll_max_10,roll_min_10,pos_in_range,vol_ma5,vol_ratio,volatility,volatility_change,target,rsi,vol_z,trend_10,trend_20,high_10,low_10,breakout_up,breakout_down,dist_ma20,vol_5,vol_20,vol_spike,vol_ma10,vol_surge,price_vol,mom_3,mom_10
24,2010-02-08,0.3710685670375824,0.3800072249926009,0.36373430250275685,0.3706101806270891,445160000,-0.0018496772664698957,-0.02293318228852037,0.37556086778640746,-0.02293318228852037,0.3868831694126129,0.35273298621177673,0.5369101746240913,649120800.0,0.9930950262232453,0.031083507598375398,-0.35085646912446955,0,40.64678957315929,0.13756436013180728,-0.005772748768678171,-0.03771308353361724,0.3868831694126129,0.35273298621177673,0,0,-0.014542585611343362,0.031083507598375398,0.031299630727772774,0,718504000.0,0.6195650963668956,-0.001145995473848077,-0.04087694587242219,-0.03285573170501521
25,2010-02-09,0.36808907985687256,0.37886131269220175,0.36442196059835513,0.37702773940178513,930144000,-0.008029478768564302,-0.040621396073428406,0.37244378924369814,-0.040621396073428406,0.3868831694126129,0.35273298621177673,0.4496635802738483,665187200.0,0.960279721870186,0.03000944211307274,-0.03455419186214348,1,39.516837181751626,-0.004241537514723193,-0.012846529590107125,-0.039071435326270776,0.3868831694126129,0.35273298621177673,0,0,-0.014966532588005066,0.03000944211307274,0.0312507297921777,0,740054800.0,1.2568582759006495,-0.010091916841438599,0.010062912317996275,-0.009253847668072468
26,2010-02-10,0.37519416213035583,0.3786321017675402,0.36785989636882566,0.37038106303168705,535828000,0.019302616302135478,-0.03021327420369302,0.3701059877872467,-0.03021327420369302,0.3868831694126129,0.35273298621177673,0.6577175819668555,659893600.0,1.0263682062269954,0.0318339272991094,0.0607970377843805,1,43.54709184554659,0.08179132388543586,0.00794285512527848,-0.016698753764764374,0.3868831694126129,0.35273298621177673,0,0,-0.006371673941612255,0.0318339272991094,0.031016088676531835,1,712387200.0,0.7521583767928453,0.014518624545669333,0.009247905334490714,-0.016816867286024717
27,2010-02-11,0.392383873462677,0.39650940634271536,0.37840290851430086,0.38115325466022165,695980000,0.04581550852155547,0.07672957353268184,0.3756983757019043,0.07672957353268184,0.392383873462677,0.35273298621177673,1.0,642393600.0,0.6496247291788032,0.021263955568833388,-0.33203480145447606,1,51.8981897033594,-0.8013125497421577,0.04747918752348368,0.030797412606673014,0.392383873462677,0.35273298621177673,1,0,0.011723358929157268,0.021263955568833388,0.03273267567217362,0,713208800.0,0.9758432593652798,0.04470875516515244,0.057443039692811615,0.06401487882908907
28,2010-02-12,0.3976553976535797,0.40567725674864646,0.3852787986563733,0.389633538558513,780212000,0.013434609695814004,0.06966716872154288,0.3808782160282135,0.06966716872154288,0.3976553976535797,0.36442193388938904,1.0,677464800.0,0.6439608688134871,0.02107618510183601,-0.008830458020359755,1,54.138744140800384,-0.8387907655450568,0.04897222176232274,0.04552708652565984,0.3976553976535797,0.36442193388938904,1,0,0.017315755784511555,0.02107618510183601,0.03272898420158568,0,713760000.0,1.093101322573414,0.0146853896267519,0.0803238113127498,0.1273552891218177
29,2010-02-16,0.40498968958854675,0.4065940833693116,0.3981138099189276,0.40292693661658785,457024000,0.018443838505007193,0.09141470219849901,0.38766244053840637,0.09141470219849901,0.40498968958854675,0.36442193388938904,1.0,679837600.0,0.5955664796282635,0.01919478764469223,-0.08926650852861806,1,57.130648232642905,-1.0013454686499632,0.06126132462451084,0.06301698725786387,0.40498968958854675,0.36442193388938904,1,0,0.02400829941034316,0.01919478764469223,0.03222946270695607,0,664479200.0,0.6877927856884007,0.012685539064145886,0.07941362224031323,0.06638508988060954
30,2010-02-17,0.40888598561286926,0.41026114495952765,0.39719698089355054,0.4100319653962412,876560000,0.009620728933324108,0.11083432785308411,0.3958218216896057,0.11083432785308411,0.40888598561286926,0.36442193388938904,1.0,669120800.0,0.4444369951723994,0.014242755557902479,-0.257988375722359,0,58.6731047844809,-1.31850516820169,0.06443912051756873,0.0719220328460295,0.40888598561286926,0.36442193388938904,1,0,0.0274347484111786,0.014242755557902479,0.03204673713622252,0,667154000.0,1.3138795540459924,0.012640479040513256,0.0420560406944499,0.0657106866494035
31,2010-02-18,0.38207006454467773,0.3884875572616353,0.37152703884379634,0.3864247771085158,1515508000,-0.0655828813208107,0.018326251067661836,0.3971970021724701,0.018326251067661836,0.40888598561286926,0.36442193388938904,0.39690783838237603,865056800.0,1.1748282024650623,0.04159009263389665,1.9200875114942715,0,46.3203614136166,0.7960503814061882,-0.004122049453407439,0.003702917545275408,0.40888598561286926,0.36442193388938904,0,0,0.0014095544815063699,0.04159009263389665,0.03540099952199904,1,762475200.0,1.9876161218096011,-0.13035359222796908,-0.03919306314176896,-0.012440719184664162
32,2010-02-19,0.3800073266029358,0.3845912465781871,0.37817375314837165,0.3804657131359973,510548000,-0.005398847314039501,-0.031541935580893465,0.39472169280052183,-0.031541935580893465,0.40888598561286926,0.36808907985687256,0.2921360462321675,827970400.0,0.9808411254068173,0.03453129033118967,-0.16972316856428282,1,45.52635636452895,0.1667229735132063,-0.013506158162236215,-0.00030140870229744543,0.40888598561286926,0.36808907985687256,0,0,-0.00011457204818726696,0.03453129033118967,0.035205793717986024,0,735182000.0,0.6944511699143886,-0.003749235833423886,-0.06168641727889923,0.042767438686271086
33,2010-02-22,0.3806949555873871,0.3873416565651145,0.3781737884368145,0.3816117287390567,458084000,0.0018095150706654017,-0.042651104866852196,0.3913296043872833,-0.042651104866852196,0.40888598561286926,0.36808907985687256,0.30899097607816983,763544800.0,0.9701709033388543,0.033272744512049285,-0.03644653318974389,0,45.85952810873037,0.013064966511165958,-0.014009064599866283,0.0010548689611724615,0.40888598561286926,0.36808907985687256,0,0,0.0004011601209640281,0.033272744512049285,0.03429575593077545,0,720504800.0,0.6357820239365511,0.0011504571539713406,-0.06894594341067306,0.0240446821357716
34,2010-02-23,0.37152713537216187,0.3834453236159998,0.3676307809558205,0.3818409568505005,489764000,-0.02408180113939229,-0.0826256941266369,0.3846370935440063,-0.0826256941266369,0.40888598561286926,0.36808907985687256,0.08427245771657449,770092800.0,0.8699918998433116,0.030029662390005287,-0.0974696307624866,1,42.15739444046162,-0.30020166935175646,-0.03786777286203591,-0.02148955722303203,0.40888598561286926,0.36808907985687256,0,0,-0.008159293234348275,0.030029662390005287,0.03451717469486064,0,724965200.0,0.6755689790351316,-0.016268917809066318,-0.02759422983080373,0.001235804849331279
35,2010-02-24,0.3793197274208069,0.38298687427462275,0.3735898275381683,0.37473580751469604,445868000,0.020974489631394366,-0.07230929704706368,0.3787238419055939,-0.07230929704706368,0.40888598561286926,0.37152713537216187,0.20858757693120764,683954400.0,0.9634928306478194,0.032819706854013274,0.09290961808936582,0,46.13762772606768,-0.111080789237671,-0.020536179467785298,-0.001989945885304212,0.40888598561286926,0.37152713537216187,0,0,-0.0007563307881355286,0.032819706854013274,0.034063260057624334,0,676537600.0,0.659043931926326,0.0138231101168221,-0.0018094366450133181,0.030510678470280217
36,2010-02-25,0.3758818805217743,0.3767986811232948,0.36121331679836766,0.3706103658605864,576972000,-0.009063190365574458,-0.016196463939874617,0.37748620510101316,-0.016196463939874617,0.40888598561286926,0.37152713537216187,0.11656528832001786,496247200.0,0.49021957071172195,0.016467780693295388,-0.49823498526216525,0,44.67701818364933,-1.4457758273220311,-0.02958557254726124,-0.010289087132264396,0.40888598561286926,0.37152713537216187,0,0,-0.003907687962055206,0.016467780693295388,0.0335926627110924,0,680652000.0,0.8476754641138203,-0.0076826440994902335,-0.012642865357085031,0.0018329666632166397
37,2010-02-26,0.3712978661060333,0.37679858636484476,0.369005906162108,0.37404821257428017,393396000,-0.012195358843522186,-0.022919190992343297,0.3757443130016327,-0.022919190992343297,0.40888598561286926,0.3712978661060333,0.0,472816800.0,0.5174023093359733,0.01697238313663074,0.030641800053895052,1,42.734343691434844,-1.2842769847806281,-0.03617326835993406,-0.022683356776365682,0.40888598561286926,0.3712978661060333,0,1,-0.008617761731147755,0.01697238313663074,0.03280306800024308,0,650393600.0,0.6048583503896717,-0.007376464632502924,-0.0006170996524893502,-0.05373821092739006
38,2010-03-01,0.3861955404281616,0.38802911353767156,0.3685474573090438,0.3715270101967083,555868000,0.04012324250167887,0.014448798861249612,0.3768444299697876,0.014448798861249612,0.40888598561286926,0.3712978661060333,0.39633997437458773,492373600.0,0.8239013588750203,0.026509178273982397,0.5619007690657665,0,50.2982285696245,-0.48215515483471677,0.005489701956382653,0.012072643161472385,0.40888598561286926,0.3712978661060333,0,0,0.004606784880161308,0.026509178273982397,0.03217518455143566,0,627959200.0,0.8851976370439354,0.035516999453026936,0.018126695002411264,-0.028818563241033712
